,country,athlete_name,sport_name,event_name,medal_type
12,西班牙,GOMEZ ABELLO Aleix,手球;HBL;,男子组,铜牌
13,西班牙,GUARDIOLA VILLAPLANA Gedeon,手球;HBL;,男子组,铜牌
14,西班牙,GURBINDO MARTINEZ Eduardo,手球;HBL;,男子组,铜牌
15,西班牙,MAQUEDA PENO Jorge,手球;HBL;,男子组,铜牌
16,西班牙,MORROS de ARGILA Viran,手球;HBL;,男子组,铜牌
17,西班牙,PEREZ de VARGAS MORENO Gonzalo,手球;HBL;,男子组,铜牌
18,西班牙,SANCHEZ-MIGALLON NARANJO Miguel,手球;HBL;,男子组,铜牌
19,西班牙,SARMIENTO MELIAN Daniel,手球;HBL;,男子组,铜牌
0,西班牙,SOLE SALA Ferran,手球;HBL;,男子组,铜牌
1,挪威,BRATTSET DALE Kari,手球;HBL;,女子组,铜牌
2,挪威,BREDAL OFTEDAL Stine,手球;HBL;,女子组,铜牌
3,挪威,BREISTOEL Kristine,手球;HBL;,女子组,铜牌
4,挪威,FRAFJORD Marit Malm,手球;HBL;,女子组,铜牌
5,挪威,HERREM Camilla,手球;HBL;,女子组,铜牌
6,挪威,JACOBSEN Marit,手球;HBL;,女子组,铜牌
7,挪威,JOHANSEN Vilde Ingeborg,手球;HBL;,女子组,铜牌
8,挪威,KRISTIANSEN Veronica,手球;HBL;,女子组,铜牌
9,挪威,LUNDE Katrine,手球;HBL;,女子组,铜牌
10,挪威,MOERK Nora,手球;HBL;,女子组,铜牌
11,挪威,REISTAD Henny,手球;HBL;,女子组,铜牌
12,挪威,SKOGRAND Stine,手球;HBL;,女子组,铜牌
13,挪威,SOLBERG ISAKSEN Sanna,手球;HBL;,女子组,铜牌
14,挪威,SOLBERG Silje,手球;HBL;,女子组,铜牌
15,挪威,TOMAC Marta,手球;HBL;,女子组,铜牌
16,印度,KUMAR Surender,曲棍球;HOC;,男子组,铜牌
17,印度,KUMAR Varun,曲棍球;HOC;,男子组,铜牌
18,印度,LAKRA Birendra,曲棍球;HOC;,男子组,铜牌
19,印度,PARATTU RAVEENDRAN Sreejesh,曲棍球;HOC;,男子组,铜牌
0,印度,PRASAD Vivek Sagar,曲棍球;HOC;,男子组,铜牌
1,印度,ROHIDAS Amit,曲棍球;HOC;,男子组,铜牌
2,印度,SHARMA Nilakanta,曲棍球;HOC;,男子组,铜牌
3,印度,SINGH Dilpreet,曲棍球;HOC;,男子组,铜牌
4,印度,SINGH Gurjant,曲棍球;HOC;,男子组,铜牌
5,印度,SINGH Hardik,曲棍球;HOC;,男子组,铜牌
6,印度,SINGH Harmanpreet,曲棍球;HOC;,男子组,铜牌
7,印度,SINGH Mandeep,曲棍球;HOC;,男子组,铜牌
8,印度,SINGH Manpreet,曲棍球;HOC;,男子组,铜牌
9,印度,SINGH Rupinder Pal,曲棍球;HOC;,男子组,铜牌
10,印度,SINGH Shamsher,曲棍球;HOC;,男子组,铜牌
11,印度,SINGH Simranjeet,曲棍球;HOC;,男子组,铜牌
12,印度,SUMIT,曲棍球;HOC;,男子组,铜牌
13,印度,UPADHYAY Lalit Kumar,曲棍球;HOC;,男子组,铜牌
14,英国,ANSLEY Giselle,曲棍球;HOC;,女子组,铜牌
15,英国,BALSDON Grace,曲棍球;HOC;,女子组,铜牌
16,英国,CRACKLES Fiona Anne,曲棍球;HOC;,女子组,铜牌
17,英国,HINCH Madeleine Claire,曲棍球;HOC;,女子组,铜牌
18,英国,JONES Sarah Louise,曲棍球;HOC;,女子组,铜牌
19,英国,MARTIN Hannah,曲棍球;HOC;,女子组,铜牌
0,英国,McCALLIN Shona,曲棍球;HOC;,女子组,铜牌
1,英国,OWSLEY Lily,曲棍球;HOC;,女子组,铜牌
2,英国,PEARNE-WEBB Hollie,曲棍球;HOC;,女子组,铜牌
3,英国,PETTER Isabelle,曲棍球;HOC;,女子组,铜牌
4,英国,RAYER Elena Sian,曲棍球;HOC;,女子组,铜牌
5,英国,ROBERTSON Sarah,曲棍球;HOC;,女子组,铜牌
6,英国,TOMAN Anna-Frances,曲棍球;HOC;,女子组,铜牌
7,英国,TOWNSEND Susannah,曲棍球;HOC;,女子组,铜牌
8,英国,UNSWORTH Laura,曲棍球;HOC;,女子组,铜牌
9,英国,WILKINSON Leah Julia,曲棍球;HOC;,女子组,铜牌
10,ROC,ILIASOV Niiaz,柔道;JUD;,男子100公斤级,铜牌
11,葡萄牙,FONSECA Jorge,柔道;JUD;,男子100公斤级,铜牌
12,哈萨克斯坦,SMETOV Yeldos,柔道;JUD;,男子60公斤级,铜牌
13,法国,MKHEIDZE Luka,柔道;JUD;,男子60公斤级,铜牌
14,巴西,CARGNIN Daniel,柔道;JUD;,男子66公斤级,铜牌
15,韩国,AN Baul,柔道;JUD;,男子66公斤级,铜牌
16,蒙古,TSEND-OCHIR Tsogtbaatar,柔道;JUD;,男子73公斤级,铜牌
17,韩国,AN Changrim,柔道;JUD;,男子73公斤级,铜牌
18,奥地利,BORCHASHVILI Shamil,柔道;JUD;,男子81公斤级,铜牌
19,比利时,CASSE Matthias,柔道;JUD;,男子81公斤级,铜牌
0,乌兹别克斯坦,BOBONOV Davlat,柔道;JUD;,男子90公斤级,铜牌
1,匈牙利,TOTH Krisztian,柔道;JUD;,男子90公斤级,铜牌
2,ROC,BASHAEV Tamerlan,柔道;JUD;,男子100公斤以上级,铜牌
3,法国,RINER Teddy,柔道;JUD;,男子100公斤以上级,铜牌
4,乌克兰,BILODID Daria,柔道;JUD;,女子48公斤级,铜牌
5,蒙古,MUNKHBAT Urantsetseg,柔道;JUD;,女子48公斤级,铜牌
6,意大利,GIUFFRIDA Odette,柔道;JUD;,女子52公斤级,铜牌
7,英国,GILES Chelsie,柔道;JUD;,女子52公斤级,铜牌
8,加拿大,KLIMKAIT Jessica,柔道;JUD;,女子57公斤级,铜牌
9,日本,YOSHIDA Tsukasa,柔道;JUD;,女子57公斤级,铜牌
10,加拿大,BEAUCHEMIN-PINARD Catherine,柔道;JUD;,女子63公斤级,铜牌
11,意大利,CENTRACCHIO Maria,柔道;JUD;,女子63公斤级,铜牌
12,ROC,TAIMAZOVA Madina,柔道;JUD;,女子70公斤级,铜牌
13,荷兰,van DIJKE Sanne,柔道;JUD;,女子70公斤级,铜牌
14,巴西,AGUIAR Mayra,柔道;JUD;,女子78公斤级,铜牌
15,德国,WAGNER Anna-Maria,柔道;JUD;,女子78公斤级,铜牌
16,法国,DICKO Romane,柔道;JUD;,女子78公斤以上级,铜牌
17,阿塞拜疆,KINDZERSKA Iryna,柔道;JUD;,女子78公斤以上级,铜牌
18,以色列,BUTBUL Tohar,柔道;JUD;,混合团体,铜牌
19,以色列,HERSHKO Raz,柔道;JUD;,混合团体,铜牌
0,以色列,KOCHMAN Li,柔道;JUD;,混合团体,铜牌
1,以色列,LANIR Inbar,柔道;JUD;,混合团体,铜牌
2,以色列,MUKI Sagi,柔道;JUD;,混合团体,铜牌
3,以色列,NELSON LEVY Timna,柔道;JUD;,混合团体,铜牌
4,以色列,PALTCHIK Peter,柔道;JUD;,混合团体,铜牌
5,以色列,RISHONY Shira,柔道;JUD;,混合团体,铜牌
6,以色列,SASSON Or,柔道;JUD;,混合团体,铜牌
7,以色列,SHARIR Gili,柔道;JUD;,混合团体,铜牌
8,以色列,SHMAILOV Baruch,柔道;JUD;,混合团体,铜牌
9,德国,FREY Johannes,柔道;JUD;,混合团体,铜牌
10,德国,FREY Karl-Richard,柔道;JUD;,混合团体,铜牌
11,德国,GRABOWSKI Jasmin,柔道;JUD;,混合团体,铜牌
12,德国,MENZ Katharina,柔道;JUD;,混合团体,铜牌
13,德国,RESSEL Dominic,柔道;JUD;,混合团体,铜牌
14,德国,SCOCCIMARRO Giovanna,柔道;JUD;,混合团体,铜牌
15,德国,SEIDL Sebastian,柔道;JUD;,混合团体,铜牌
16,德国,STOLL Theresa,柔道;JUD;,混合团体,铜牌
17,德国,TRAJDOS Martyna,柔道;JUD;,混合团体,铜牌
18,德国,TRIPPEL Eduard,柔道;JUD;,混合团体,铜牌
19,德国,WAGNER Anna-Maria,柔道;JUD;,混合团体,铜牌
0,德国,WANDTKE Igor,柔道;JUD;,混合团体,铜牌
1,哈萨克斯坦,ASSADILOV Darkhan,空手道;KTE;,男子组手67公斤级,铜牌
2,约旦,ALMASATFA Abdel Rahman,空手道;KTE;,男子组手67公斤级,铜牌
3,乌克兰,HORUNA Stanislav,空手道;KTE;,男子组手75公斤级,铜牌
4,匈牙利,HARSPATAKI Karoly Gabor,空手道;KTE;,男子组手75公斤级,铜牌
5,土耳其,SOFUOGLU Ali,空手道;KTE;,男子个人型,铜牌
6,美国,TORRES GUTIERREZ Ariel,空手道;KTE;,男子个人型,铜牌
7,土耳其,AKTAS Ugur,空手道;KTE;,男子组手75公斤以上级,铜牌
8,日本,ARAGA Ryutaro,空手道;KTE;,男子组手75公斤以上级,铜牌
9,中华台北,WEN Tzuyun,空手道;KTE;,女子组手55公斤级,铜牌
10,奥地利,PLANK Bettina,空手道;KTE;,女子组手55公斤级,铜牌
11,土耳其,COBAN Merve,空手道;KTE;,女子组手61公斤级,铜牌
12,埃及,LOTFY Giana,空手道;KTE;,女子组手61公斤级,铜牌
13,中国香港,LAU Mo Sheung Grace,空手道;KTE;,女子个人型,铜牌
14,意大利,BOTTARO Viviana,空手道;KTE;,女子个人型,铜牌
15,中国,GONG Li,空手道;KTE;,女子组手61公斤以上级,铜牌
16,哈萨克斯坦,BERULTSEVA Sofya,空手道;KTE;,女子组手61公斤以上级,铜牌
17,意大利,PALTRINIERI Gregorio,马拉松游泳;OWS;,男子10公里,铜牌
18,澳大利亚,LEE Kareena,马拉松游泳;OWS;,女子10公里,铜牌
19,韩国,JUN Woongtae,现代五项;MPN;,男子个人,铜牌
0,匈牙利,KOVACS Sarolta,现代五项;MPN;,女子个人,铜牌
1,白俄罗斯,HARNASKO Alina,艺术体操;GRY;,个人全能,铜牌
2,意大利,CENTOFANTI Martina,艺术体操;GRY;,团体全能,铜牌
3,意大利,DURANTI Agnese,艺术体操;GRY;,团体全能,铜牌
4,意大利,MAURELLI Alessia,艺术体操;GRY;,团体全能,铜牌
5,意大利,MOGUREAN Daniela,艺术体操;GRY;,团体全能,铜牌
6,意大利,SANTANDREA Martina,艺术体操;GRY;,团体全能,铜牌
7,英国,BUGAJSKI Josh,赛艇;ROW;,男子八人单桨有舵手,铜牌
8,英国,DAWSON Jacob,赛艇;ROW;,男子八人单桨有舵手,铜牌
9,英国,ELWES Charles,赛艇;ROW;,男子八人单桨有舵手,铜牌
10,英国,FIELDMAN Henry,赛艇;ROW;,男子八人单桨有舵手,铜牌
11,英国,FORD Tom,赛艇;ROW;,男子八人单桨有舵手,铜牌
12,英国,GEORGE Tom,赛艇;ROW;,男子八人单桨有舵手,铜牌
13,英国,RUDKIN James,赛艇;ROW;,男子八人单桨有舵手,铜牌
14,英国,SBIHI Mohamed,赛艇;ROW;,男子八人单桨有舵手,铜牌
15,英国,WYNNE-GRIFFITH Oliver,赛艇;ROW;,男子八人单桨有舵手,铜牌
16,丹麦,SUTTON Joachim,赛艇;ROW;,男子双人单桨,铜牌
17,丹麦,VYSTAVEL Frederic,赛艇;ROW;,男子双人单桨,铜牌
18,意大利,CASTALDO Matteo,赛艇;ROW;,男子四人单桨,铜牌
19,意大利,di COSTANZO Marco,赛艇;ROW;,男子四人单桨,铜牌
0,意大利,LODO Matteo,赛艇;ROW;,男子四人单桨,铜牌
1,意大利,VICINO Giuseppe,赛艇;ROW;,男子四人单桨,铜牌
2,克罗地亚,MARTIN Damir,赛艇;ROW;,男子单人双桨,铜牌
3,中国,LIU Zhiyu,赛艇;ROW;,男子双人双桨,铜牌
4,中国,ZHANG Liang,赛艇;ROW;,男子双人双桨,铜牌
5,意大利,OPPO Stefano,赛艇;ROW;,男子轻量级双人双桨,铜牌
6,意大利,RUTA Pietro,赛艇;ROW;,男子轻量级双人双桨,铜牌
7,澳大利亚,ANTILL Caleb,赛艇;ROW;,男子四人双桨,铜牌
8,澳大利亚,CLEARY Jack,赛艇;ROW;,男子四人双桨,铜牌
9,澳大利亚,GIRDLESTONE Cameron,赛艇;ROW;,男子四人双桨,铜牌
10,澳大利亚,LETCHER Luke,赛艇;ROW;,男子四人双桨,铜牌
11,中国,GUO Linlin,赛艇;ROW;,女子八人单桨有舵手,铜牌
12,中国,JU Rui,赛艇;ROW;,女子八人单桨有舵手,铜牌
13,中国,LI Jingjing,赛艇;ROW;,女子八人单桨有舵手,铜牌
14,中国,MIAO Tian,赛艇;ROW;,女子八人单桨有舵手,铜牌
15,中国,WANG Yuwei,赛艇;ROW;,女子八人单桨有舵手,铜牌
16,中国,WANG Zifeng,赛艇;ROW;,女子八人单桨有舵手,铜牌
17,中国,XU Fei,赛艇;ROW;,女子八人单桨有舵手,铜牌
18,中国,ZHANG Dechang,赛艇;ROW;,女子八人单桨有舵手,铜牌
19,中国,ZHANG Min,赛艇;ROW;,女子八人单桨有舵手,铜牌
0,加拿大,FILMER Caileigh,赛艇;ROW;,女子双人单桨,铜牌
1,加拿大,JANSSENS Hillary,赛艇;ROW;,女子双人单桨,铜牌
2,爱尔兰,HEGARTY Emily,赛艇;ROW;,女子四人单桨,铜牌
3,爱尔兰,KEOGH Aifric,赛艇;ROW;,女子四人单桨,铜牌
4,爱尔兰,LAMBE Eimear,赛艇;ROW;,女子四人单桨,铜牌
5,爱尔兰,MURTAGH Fiona,赛艇;ROW;,女子四人单桨,铜牌
6,奥地利,LOBNIG Magdalena,赛艇;ROW;,女子单人双桨,铜牌
7,荷兰,de JONG Roos,赛艇;ROW;,女子双人双桨,铜牌
8,荷兰,SCHEENAARD Lisa,赛艇;ROW;,女子双人双桨,铜牌
9,荷兰,KEIJSER Marieke,赛艇;ROW;,女子轻量级双人双桨,铜牌
10,荷兰,PAULIS Ilse,赛艇;ROW;,女子轻量级双人双桨,铜牌
11,澳大利亚,CRONIN Caitlin,赛艇;ROW;,女子四人双桨,铜牌
12,澳大利亚,HUDSON Harriet,赛艇;ROW;,女子四人双桨,铜牌
13,澳大利亚,MEREDITH Rowena,赛艇;ROW;,女子四人双桨,铜牌
14,澳大利亚,THOMPSON Ria,赛艇;ROW;,女子四人双桨,铜牌
15,阿根廷,ALVAREZ Santiago,七人制橄欖球;RUG;,男子组,铜牌
16,阿根廷,BAZAN VELEZ Lautaro,七人制橄欖球;RUG;,男子组,铜牌
17,阿根廷,CINTI Lucio,七人制橄欖球;RUG;,男子组,铜牌
18,阿根廷,del MESTRE Felipe,七人制橄欖球;RUG;,男子组,铜牌
19,阿根廷,ETCHART Rodrigo,七人制橄欖球;RUG;,男子组,铜牌
0,阿根廷,GONZALEZ Luciano,七人制橄欖球;RUG;,男子组,铜牌
1,阿根廷,ISGRO Rodrigo,七人制橄欖球;RUG;,男子组,铜牌
2,阿根廷,MARE Santiago,七人制橄欖球;RUG;,男子组,铜牌
3,阿根廷,MENDY Ignacio,七人制橄欖球;RUG;,男子组,铜牌
4,阿根廷,MONETA Marcos,七人制橄欖球;RUG;,男子组,铜牌
5,阿根廷,OSADCZUK Matias,七人制橄欖球;RUG;,男子组,铜牌
6,阿根廷,REVOL Gaston,七人制橄欖球;RUG;,男子组,铜牌
7,阿根廷,SCHULZ German,七人制橄欖球;RUG;,男子组,铜牌
8,斐济,CAVURU Lavena,七人制橄欖球;RUG;,女子组,铜牌
9,斐济,DAVEUA Raijieli,七人制橄欖球;RUG;,女子组,铜牌
10,斐济,DONU Sesenieli,七人制橄欖球;RUG;,女子组,铜牌
11,斐济,LIKUCEVA Laisana,七人制橄欖球;RUG;,女子组,铜牌
12,斐济,NAGASAU Rusila,七人制橄欖球;RUG;,女子组,铜牌
13,斐济,NAIMASI Ana Maria,七人制橄欖球;RUG;,女子组,铜牌
14,斐济,NAKOCI Alowesi,七人制橄欖球;RUG;,女子组,铜牌
15,斐济,RADINIYAVUNI Roela,七人制橄欖球;RUG;,女子组,铜牌
16,斐济,RIWAI Viniana,七人制橄欖球;RUG;,女子组,铜牌
17,斐济,ROQICA Ana,七人制橄欖球;RUG;,女子组,铜牌
18,斐济,SOLIKOVITI Vasiti,七人制橄欖球;RUG;,女子组,铜牌
19,斐济,TINAI Lavenia,七人制橄欖球;RUG;,女子组,铜牌
0,斐济,ULUNISAU Reapi,七人制橄欖球;RUG;,女子组,铜牌
1,西班牙,RODRIGUEZ GARCIA-PAZ Nicolas,帆船;SAL;,男子双人艇470级,铜牌
2,西班牙,XAMMAR Jordi,帆船;SAL;,男子双人艇470级,铜牌
3,德国,HEIL Erik,帆船;SAL;,男子49人级,铜牌
4,德国,PLOESSEL Thomas,帆船;SAL;,男子49人级,铜牌
5,西班牙,CARDONA MENDEZ Joan,帆船;SAL;,男子单人艇芬兰人级,铜牌
6,挪威,TOMASGAARD Hermann,帆船;SAL;,男子单人艇激光级.,铜牌
7,中国,BI Kun,帆船;SAL;,男子帆板RS:X级,铜牌
8,法国,LECOINTRE Camille,帆船;SAL;,女子双人艇470级,铜牌
9,法国,RETORNAZ Aloise,帆船;SAL;,女子双人艇470级,铜牌
10,荷兰,BEKKERING Annemiek,帆船;SAL;,女子49人FX级,铜牌
11,荷兰,DUETZ Annette,帆船;SAL;,女子49人FX级,铜牌
12,荷兰,BOUWMEESTER Marit,帆船;SAL;,女子单人艇激光雷迪尔级,铜牌
13,英国,WILSON Emma,帆船;SAL;,女子帆板RS:X级,铜牌
14,德国,KOHLHOFF Paul,帆船;SAL;,男女混合多体船诺卡拉17级,铜牌
15,德国,STUHLEMMER Alica,帆船;SAL;,男女混合多体船诺卡拉17级,铜牌
16,中国,PANG Wei,射击;SHO;,男子10米气手枪,铜牌
17,中国,YANG Haoran,射击;SHO;,男子10米气步枪,铜牌
18,塞尔维亚,SEBIC Milenko,射击;SHO;,男子50米步枪三姿,铜牌
19,中国,LI Yuehong,射击;SHO;,男子25米手枪速射,铜牌
0,科威特,ALRASHIDI Abdullah,射击;SHO;,男子双向飞碟,铜牌
1,英国,COWARD HOLLEY Matthew John,射击;SHO;,男子多向飞碟,铜牌
2,中国,JIANG Ranxin,射击;SHO;,女子10米气手枪,铜牌
3,瑞士,CHRISTEN Nina,射击;SHO;,女子10米气步枪,铜牌
4,ROC,KARIMOVA Yulia,射击;SHO;,女子50米步枪三姿,铜牌
5,中国,WEI Meng,射击;SHO;,女子双向飞碟,铜牌
6,中国,XIAO Jiaruixuan,射击;SHO;,女子25米手枪,铜牌
7,圣马力诺,PERILLI Alessandra,射击;SHO;,女子多向飞碟,铜牌
8,乌克兰,KOSTEVYCH Olena,射击;SHO;,混合团体10米气手枪,铜牌
9,乌克兰,OMELCHUK Oleh,射击;SHO;,混合团体10米气手枪,铜牌
10,ROC,KAMENSKIY Sergey,射击;SHO;,混合团体10米气步枪,铜牌
11,ROC,KARIMOVA Yulia,射击;SHO;,混合团体10米气步枪,铜牌
12,美国,BERNAU Madelynn Ann,射击;SHO;,混合团体多向飞碟,铜牌
13,美国,BURROWS Brian,射击;SHO;,混合团体多向飞碟,铜牌
14,美国,JUNEAU Cory,滑板;SKB;,男子公园赛,铜牌
15,美国,EATON Jagger,滑板;SKB;,男子街式赛,铜牌
16,英国,BROWN Sky,滑板;SKB;,女子公园滑板,铜牌
17,日本,NAKAYAMA Funa,滑板;SKB;,女子街式赛,铜牌
18,奥地利,SCHUBERT Jakob,运动攀登;CLB;,男子全能,铜牌
19,日本,NOGUCHI Akiyo,运动攀登;CLB;,女子全能,铜牌
0,澳大利亚,WRIGHT Owen,冲浪;SRF;,男子组,铜牌
1,日本,TSUZUKI Amuro,冲浪;SRF;,女子组,铜牌
2,美国,MURPHY Ryan,游泳;SWM;,男子100米仰泳,铜牌
3,瑞士,PONTI Noe,游泳;SWM;,男子100米蝶泳,铜牌
4,意大利,MARTINENGHI Nicolo,游泳;SWM;,男子100米蛙泳,铜牌
5,ROC,KOLESNIKOV Kliment,游泳;SWM;,男子100米自由泳,铜牌
6,德国,WELLBROCK Florian,游泳;SWM;,男子1500米自由泳,铜牌
7,英国,GREENBANK Luke,游泳;SWM;,男子200米仰泳,铜牌
8,意大利,BURDISSO Federico,游泳;SWM;,男子200米蝶泳,铜牌
9,芬兰,MATTSSON Matti,游泳;SWM;,男子200米蛙泳,铜牌
10,巴西,SCHEFFER Fernando,游泳;SWM;,男子200米自由泳,铜牌
11,瑞士,DESPLANCHES Jeremy,游泳;SWM;,男子200米个人混合泳,铜牌
12,美国,SMITH Kieran,游泳;SWM;,男子400米自由泳,铜牌
13,澳大利亚,SMITH Brendon,游泳;SWM;,男子400米个人混合泳,铜牌
14,澳大利亚,CHALMERS Kyle,游泳;SWM;,男子4x100米自由泳接力,铜牌
15,澳大利亚,GRAHAM Alexander,游泳;SWM;,男子4x100米自由泳接力,铜牌
16,澳大利亚,INCERTI Zac,游泳;SWM;,男子4x100米自由泳接力,铜牌
17,澳大利亚,McEVOY Cameron,游泳;SWM;,男子4x100米自由泳接力,铜牌
18,澳大利亚,TEMPLE Matthew,游泳;SWM;,男子4x100米自由泳接力,铜牌
19,意大利,BURDISSO Federico,游泳;SWM;,男子4x100米混合泳接力,铜牌
0,意大利,CECCON Thomas,游泳;SWM;,男子4x100米混合泳接力,铜牌
1,意大利,MARTINENGHI Nicolo,游泳;SWM;,男子4x100米混合泳接力,铜牌
2,意大利,MIRESSI Alessandro,游泳;SWM;,男子4x100米混合泳接力,铜牌
3,澳大利亚,CHALMERS Kyle,游泳;SWM;,男子4x200米自由泳接力,铜牌
4,澳大利亚,GRAHAM Alexander,游泳;SWM;,男子4x200米自由泳接力,铜牌
5,澳大利亚,HORTON Mack,游泳;SWM;,男子4x200米自由泳接力,铜牌
6,澳大利亚,INCERTI Zac,游泳;SWM;,男子4x200米自由泳接力,铜牌
7,澳大利亚,NEILL Thomas,游泳;SWM;,男子4x200米自由泳接力,铜牌
8,澳大利亚,WINNINGTON Elijah,游泳;SWM;,男子4x200米自由泳接力,铜牌
9,巴西,FRATUS Bruno,游泳;SWM;,男子50米自由泳,铜牌
10,乌克兰,ROMANCHUK Mykhailo,游泳;SWM;,男子800米自由泳,铜牌
11,美国,SMITH Regan,游泳;SWM;,女子100米仰泳,铜牌
12,澳大利亚,McKEON Emma,游泳;SWM;,女子100米蝶泳,铜牌
13,美国,KING Lilly,游泳;SWM;,女子100米蛙泳,铜牌
14,澳大利亚,CAMPBELL Cate,游泳;SWM;,女子100米自由泳,铜牌
15,德国,KOHLER Sarah,游泳;SWM;,女子1500米自由泳,铜牌
16,澳大利亚,SEEBOHM Emily,游泳;SWM;,女子200米仰泳,铜牌
17,美国,FLICKINGER Hali,游泳;SWM;,女子200米蝶泳,铜牌
18,美国,LAZOR Annie,游泳;SWM;,女子200米蛙泳,铜牌
19,加拿大,OLEKSIAK Penny,游泳;SWM;,女子200米自由泳,铜牌
0,美国,DOUGLASS Kate,游泳;SWM;,女子200米个人混合泳,铜牌
1,中国,LI Bingjie,游泳;SWM;,女子400米自由泳,铜牌
2,美国,FLICKINGER Hali,游泳;SWM;,女子400米个人混合泳,铜牌
3,美国,BROWN Erika,游泳;SWM;,女子4x100米自由泳接力,铜牌
4,美国,de LOOF Catie,游泳;SWM;,女子4x100米自由泳接力,铜牌
5,美国,HINDS Natalie,游泳;SWM;,女子4x100米自由泳接力,铜牌
6,美国,MANUEL Simone,游泳;SWM;,女子4x100米自由泳接力,铜牌
7,美国,SCHMITT Allison,游泳;SWM;,女子4x100米自由泳接力,铜牌
8,美国,SMOLIGA Olivia,游泳;SWM;,女子4x100米自由泳接力,铜牌
9,美国,WEITZEIL Abbey,游泳;SWM;,女子4x100米自由泳接力,铜牌
10,加拿大,MACNEIL Margaret,游泳;SWM;,女子4x100米混合泳接力,铜牌
11,加拿大,MASSE Kylie,游泳;SWM;,女子4x100米混合泳接力,铜牌
12,加拿大,OLEKSIAK Penny,游泳;SWM;,女子4x100米混合泳接力,铜牌
13,加拿大,PICKREM Sydney,游泳;SWM;,女子4x100米混合泳接力,铜牌
14,加拿大,RUCK Taylor,游泳;SWM;,女子4x100米混合泳接力,铜牌
15,加拿大,SANCHEZ Kayla,游泳;SWM;,女子4x100米混合泳接力,铜牌
16,澳大利亚,COOK Tamsin,游泳;SWM;,女子4x200米自由泳接力,铜牌
17,澳大利亚,HARRIS Meg,游泳;SWM;,女子4x200米自由泳接力,铜牌
18,澳大利亚,McKEON Emma,游泳;SWM;,女子4x200米自由泳接力,铜牌
19,澳大利亚,NEALE Leah,游泳;SWM;,女子4x200米自由泳接力,铜牌
0,澳大利亚,O'CALLAGHAN Mollie,游泳;SWM;,女子4x200米自由泳接力,铜牌
1,澳大利亚,THROSSELL Brianna,游泳;SWM;,女子4x200米自由泳接力,铜牌
2,澳大利亚,TITMUS Ariarne,游泳;SWM;,女子4x200米自由泳接力,铜牌
3,澳大利亚,WILSON Madison,游泳;SWM;,女子4x200米自由泳接力,铜牌
4,丹麦,BLUME Pernille,游泳;SWM;,女子50米自由泳,铜牌
5,意大利,QUADARELLA Simona,游泳;SWM;,女子800米自由泳,铜牌
6,澳大利亚,CAMPBELL Bronte,游泳;SWM;,男女混合4x100米混合泳接力,铜牌
7,澳大利亚,COOPER Isaac,游泳;SWM;,男女混合4x100米混合泳接力,铜牌
8,澳大利亚,McKEON Emma,游泳;SWM;,男女混合4x100米混合泳接力,铜牌
9,澳大利亚,McKEOWN Kaylee,游泳;SWM;,男女混合4x100米混合泳接力,铜牌
10,澳大利亚,STUBBLETY-COOK Izaac,游泳;SWM;,男女混合4x100米混合泳接力,铜牌
11,澳大利亚,TEMPLE Matthew,游泳;SWM;,男女混合4x100米混合泳接力,铜牌
12,澳大利亚,THROSSELL Brianna,游泳;SWM;,男女混合4x100米混合泳接力,铜牌
13,德国,OVTCHAROV Dimitrij,乒乓球;TTE;,男子单打,铜牌
14,日本,HARIMOTO Tomokazu,乒乓球;TTE;,男子团体,铜牌
15,日本,MIZUTANI Jun,乒乓球;TTE;,男子团体,铜牌
16,日本,NIWA Koki,乒乓球;TTE;,男子团体,铜牌
17,日本,ITO Mima,乒乓球;TTE;,女子单打,铜牌
18,中国香港,DOO Hoi Kem,乒乓球;TTE;,女子团体,铜牌
19,中国香港,LEE Ho Ching,乒乓球;TTE;,女子团体,铜牌
0,中国香港,SOO Wai Yam Minnie,乒乓球;TTE;,女子团体,铜牌
1,中华台北,CHENG I Ching,乒乓球;TTE;,混合双打,铜牌
2,中华台北,LIN Yun Ju,乒乓球;TTE;,混合双打,铜牌
3,ROC,ARTAMONOV Mikhail,跆拳道;TKW;,男子58公斤级,铜牌
4,韩国,JANG Jun,跆拳道;TKW;,男子58公斤级,铜牌
5,中国,ZHAO Shuai,跆拳道;TKW;,男子68公斤级,铜牌
6,土耳其,RECBER Hakan,跆拳道;TKW;,男子68公斤级,铜牌
7,克罗地亚,KANAET Toni,跆拳道;TKW;,男子80公斤级,铜牌
8,埃及,EISSA Seif,跆拳道;TKW;,男子80公斤级,铜牌
9,古巴,ALBA CASTILLO Rafael Yunier,跆拳道;TKW;,男子80公斤以上级,铜牌
10,韩国,IN Kyo Don,跆拳道;TKW;,男子80公斤以上级,铜牌
11,以色列,SEMBERG Abishag,跆拳道;TKW;,女子49公斤级,铜牌
12,塞尔维亚,BOGDANOVIC Tijana,跆拳道;TKW;,女子49公斤级,铜牌
13,中华台北,LO Chia-Ling,跆拳道;TKW;,女子57公斤级,铜牌
14,土耳其,ILGUN Hatice Kubra,跆拳道;TKW;,女子57公斤级,铜牌
15,埃及,MALAK Hedaya,跆拳道;TKW;,女子67公斤级,铜牌
16,科特迪瓦,GBAGBI Ruth,跆拳道;TKW;,女子67公斤级,铜牌
17,法国,LAURIN Althea,跆拳道;TKW;,女子67公斤以上级,铜牌
